salary,hra,lta,invest_80C,invest_80D,home_loan_interest,rent_paid,other_income,standard_deduction,taxable_income,final_tax
785626,51258,39500,143153,4552,16601,116810,57742,50000,617303,35960
2478636,392250,47635,147847,17303,61564,26287,126939,50000,1984245,407773
781831,55490,44187,42871,17228,143240,111745,32195,50000,549383,22376
766771,101681,3098,14770,15690,55171,188620,174520,50000,707076,53915
941095,134561,4044,15607,36455,109207,96718,239660,50000,838968,80293
1083727,431354,47995,111913,29469,197087,121901,269069,50000,580967,28693
1412928,187130,29980,39016,21975,40296,29737,191000,50000,1295490,201147
1119474,149690,17657,94266,43937,18544,142193,299626,50000,1080319,136595
2433151,706528,18860,41561,34454,78699,138931,38313,50000,1579081,286224
320640,112472,13597,43058,38354,92550,17387,48420,50000,46222,0
446582,82827,11769,65495,2809,120751,177682,271048,50000,407516,7875
2250991,802402,2341,42688,43383,82710,118051,84922,50000,1317070,207621
650573,109979,4539,48247,5037,176719,149447,25297,50000,290426,2021
1724271,205111,45343,147763,4925,60291,30397,96795,50000,1398318,231995
311476,51509,26929,133995,20021,19825,71033,89060,50000,152114,0
1605531,422695,3142,99774,41313,73019,117155,290973,50000,1212844,176353
1465856,261655,30176,148098,15082,92660,7889,280807,50000,1209343,175303
925510,264244,10827,10391,29497,4320,15457,28147,50000,606031,33706
1148320,152643,7274,120537,20373,66348,50159,274809,50000,1020501,118650
884736,261304,34795,7006,6913,187373,151101,205147,50000,612081,34916
1837261,315280,4726,75689,5424,109623,18611,281201,50000,1567171,282651
2257635,473096,34767,75476,18316,42477,84475,123124,50000,1756160,339348
1476607,362079,37472,57718,44450,75647,50616,154917,50000,1079101,136230
316234,91764,15028,68948,1556,144014,141550,292945,50000,267924,896
1862818,248778,5617,128612,16967,195963,184891,278686,50000,1506800,264540
659995,226101,9216,89809,17564,154541,104263,67757,50000,198952,0
716152,216739,37339,107205,23789,184378,149778,208196,50000,379575,6478
2240546,295604,15812,14108,14152,140570,168241,12497,50000,1754420,338826
2253019,881473,19395,148636,24116,92598,100843,298679,50000,1374269,224780
2023832,572094,22592,94445,3778,162486,77626,134889,50000,1298509,202052
301934,62907,49766,119547,20850,132324,141782,108934,50000,75005,0
2018831,212248,36848,88607,9066,441,118553,178005,50000,1873321,374496
675523,159847,47027,35311,41050,156722,80548,33012,50000,312631,3131
1090530,117419,45477,98484,41337,123804,170439,85307,50000,790269,70553
255486,51179,24087,10549,30685,154590,84538,61283,50000,43852,0
1437983,277601,32558,18811,6543,32165,1514,91181,50000,1176601,165480
1123332,339222,48518,88051,47963,81213,109385,28555,50000,593955,31291
1289458,151297,38910,105138,34486,196028,102402,7518,50000,798936,72287
2059891,695532,41975,39371,41419,147506,44246,80227,50000,1208264,174979
447775,73500,32508,54448,17435,166741,34648,257616,50000,375774,6288
1037494,213097,44446,144296,46714,113574,102141,109817,50000,624075,37315
1906940,610829,24582,90581,43067,114943,146748,104501,50000,1126602,150480
1388356,373311,29644,13017,34803,134884,151648,91132,50000,903116,93123
1451193,229011,24067,72682,45428,173523,153701,186094,50000,1090709,139712
1139465,210995,40698,116491,14580,194768,154266,118925,50000,712253,54950
783636,123050,3765,121317,10093,66131,23303,247251,50000,664060,45312
288102,74379,13307,65283,47747,183843,166463,184711,50000,64867,0
324460,53996,28775,115657,39522,50066,185238,93238,50000,137231,0
1663354,505649,20434,58611,7590,39363,42137,78061,50000,1100635,142690
2026203,512478,38481,86142,10820,176918,107828,215118,50000,1443443,245533
463945,46857,19279,136303,31985,116796,131774,45701,50000,146983,0
481915,76428,46639,109881,47132,180224,146546,173711,50000,238599,0
775830,98923,28376,49814,28408,39554,55750,119932,50000,657438,43987
1582397,295290,36673,120660,24222,167599,139506,195956,50000,1157254,159676
2386233,550252,10605,41768,11019,125010,164019,189148,50000,1807936,354881
968216,220140,34684,52684,16483,37446,112676,66896,50000,693042,51108
1518506,476937,37045,15672,13150,33263,109885,126773,50000,1093301,140490
1055497,122659,43250,56245,14346,27133,21633,157739,50000,986102,109720
767313,292549,12507,146139,13229,57006,114627,2069,50000,222965,0
1513108,257221,29903,66613,16029,126308,40617,121870,50000,1148709,157112
1587682,246228,15998,9754,17351,68843,32384,72606,50000,1284109,197732
1326871,384543,31925,45575,27914,51133,91349,288065,50000,1087695,138808
1312383,435620,10083,74211,41142,155939,40636,145708,50000,711261,54752
2299365,419553,6572,15861,8296,157605,151556,165528,50000,1820149,358544
1536643,478505,6951,121207,19973,81636,138454,26015,50000,818287,76157
1783584,640855,20514,94917,49766,7976,162393,12184,50000,972767,107053
2256342,718377,3863,13388,49565,134342,80932,221305,50000,1515837,267251
644540,39941,49826,47955,9233,73928,26436,283266,50000,756574,63814
2176275,739017,18284,31926,29542,49597,20659,69821,50000,1364297,221789
1465557,470543,23713,48831,1318,171740,133349,263570,50000,1010407,115622
994699,282744,4503,99994,4429,80824,150152,267074,50000,748284,62156
2367022,747997,4099,124402,39870,63125,180749,211928,50000,1557654,279796
1202082,472176,20840,81217,41614,114852,67679,188527,50000,651589,42817
498683,100180,19421,35051,46385,175224,10674,166456,50000,277719,1385
276790,20351,33357,49440,6324,112925,70633,237410,50000,308516,2925
1941738,410311,48791,147877,47651,127776,57327,228858,50000,1435771,243231
698345,46266,21861,94598,38616,85360,110273,38787,50000,444152,9707
999074,152845,22131,92892,22536,199189,55228,101279,50000,605021,33504
2129490,543888,1889,3468,31548,145577,166979,205939,50000,1562836,281350
1040141,164725,31779,78895,7268,168079,132075,217164,50000,820116,76523
1704908,494232,18766,5183,20119,1453,51108,65858,50000,1218544,178063
555062,187441,44322,79517,15203,8167,96112,258135,50000,517190,15938
1862162,367132,18716,32457,46780,50448,154582,155928,50000,1489988,259496
1800284,657190,33827,44050,1889,36599,84934,159801,50000,1204183,173755
1116651,87035,36163,146607,2250,113738,15745,5647,50000,758830,64266
1360205,467964,24014,124628,20095,4571,41347,187850,50000,904810,93462
1005195,341766,16778,32985,25378,188640,131529,208766,50000,591969,30893
2118599,344691,49718,38454,4443,169579,101719,59468,50000,1620617,298685
463920,71698,2510,116471,21875,72541,121138,271810,50000,405654,7782
1675541,262696,40248,110058,10856,91350,166323,28678,50000,1219506,178351
1759433,587629,38868,57651,5662,78725,107516,256342,50000,1274975,194992
2121403,723565,35170,46911,21091,193456,70351,120077,50000,1241626,184987
1803068,298232,6486,117783,14560,13584,157324,283400,50000,1598794,292138
903983,232691,18486,126697,40078,186943,107059,75461,50000,361520,5576
1714492,169094,11575,42689,8550,25164,53394,78629,50000,1509198,265259
1071052,229282,29548,140406,43262,160873,19858,100591,50000,577367,27973
2057150,821990,30337,65597,5105,61202,174123,216545,50000,1300137,202541
2475300,261376,25490,74748,45594,12222,168601,192653,50000,2249502,487350
2105567,803583,45959,91535,21058,63249,145812,140818,50000,1262918,191375
1784837,604147,38207,23769,49598,3488,8174,65099,50000,1157140,159642
981899,383210,18701,35775,9754,27393,103509,151613,50000,646080,41716
509747,57526,5991,74294,24479,90686,78759,31251,50000,250003,0
865650,107973,33733,103246,15033,183896,46350,97440,50000,536674,19834
673570,37654,44491,132079,27799,166678,73334,103644,50000,407494,7874
1277512,387910,32104,138328,30278,87242,112136,121048,50000,736905,59881
1108158,305223,23366,10713,33648,127364,108855,240148,50000,844723,81444
2364792,265620,18616,23804,33767,186856,154981,104349,50000,1927709,390812
302528,98896,41324,62486,34982,72703,11373,21178,50000,45962,0
2123421,328532,36381,1636,26418,81418,149817,200629,50000,1872426,374227
2137646,207882,13007,57904,49854,113052,146690,206700,50000,1878660,376098
1667077,329909,1031,98665,10751,66440,196460,41973,50000,1154315,158794
2022802,165544,46895,48512,37383,167825,56624,3170,50000,1603602,293580
1174618,166954,20179,36079,13912,21265,130478,294913,50000,1201499,172949
1178479,212086,3867,83768,5185,19512,47676,189042,50000,1000836,112750
1309599,455940,15237,120122,26157,62373,80851,32692,50000,642935,41087
1584679,518811,7581,113398,28497,89114,194946,21049,50000,813488,75197
316203,64810,20470,124138,33240,153187,17151,49376,50000,0,0
410775,124711,3203,57205,45519,50906,105008,90280,50000,175916,0
1813299,451561,48121,121105,41678,129226,101499,248690,50000,1316539,207461
1594027,269860,37769,42132,14278,520,108079,172922,50000,1427927,240878
1041267,316603,4890,74419,27339,194380,193701,137003,50000,520418,16583
747562,216213,26065,34685,11615,127982,92389,293957,50000,627088,37917
633934,169059,13740,132999,40642,29137,86715,85553,50000,311389,3069
2254168,600249,13411,77983,41856,117312,183478,57409,50000,1437587,243776
567428,164011,4839,75639,20279,10204,92956,217341,50000,469474,10973
1617763,298624,6379,19525,3882,166903,193675,264850,50000,1350057,217517
1292892,457912,21367,122865,24316,106326,108363,41023,50000,593862,31272
940907,100496,21206,105372,36310,123172,12493,160769,50000,707531,54006
2182015,784128,15171,128459,10402,46895,130159,78819,50000,1256120,189336
2429996,412610,5927,19616,12608,80567,50285,123508,50000,1984029,407708
1850396,173495,35185,22370,39851,5230,88849,196814,50000,1791448,349934
372402,96828,258,104297,24569,102607,15467,9273,50000,3631,0
1416588,257245,14563,77413,29779,77946,40542,72881,50000,1011648,115994
688661,230994,49296,86255,8399,105780,97484,80914,50000,337442,4372
823695,165377,19494,9927,19940,179672,38336,71363,50000,489635,11981
713556,202647,49860,670,49964,14910,181813,175082,50000,620306,36561
825278,130303,8437,10051,29218,68015,25170,146091,50000,692218,50943
1243176,153293,7570,13305,33316,197632,61240,112619,50000,915818,95663
1428049,265356,45333,148676,1600,12202,152380,185633,50000,1181180,166854
728007,191016,7175,6357,11937,159488,78809,180412,50000,496795,12339
1524732,426820,42347,57459,8212,46944,165335,210638,50000,1188281,168984
775303,195665,11715,132299,22297,139401,1347,55632,50000,302987,2649
2340784,926527,42694,148148,10253,166917,24801,163742,50000,1245374,186112
1360389,397072,251,49040,26769,140776,167289,173417,50000,870399,86579
277712,104428,30703,149491,21335,58220,14455,30347,50000,0,0
362816,33116,19327,114838,42530,199831,195000,247151,50000,188978,0
1885156,134751,34773,2293,30144,18373,13775,79413,50000,1763780,341634
385230,61193,38929,42041,39157,27400,115855,252852,50000,457219,10360
2016616,197237,47493,107002,14574,70816,7128,167175,50000,1791654,349996
1056741,247334,19697,96496,29674,15397,176827,36310,50000,673846,47269
519114,120249,1276,85687,30223,85475,118430,235492,50000,384247,6712
1633194,410366,41987,138852,16956,169351,12500,57695,50000,947350,101970
2131548,662548,34216,58973,2551,41329,16580,117851,50000,1468213,252964
401456,156553,39660,38812,9062,89030,35917,198693,50000,296351,2317
520846,186145,24587,122253,20837,169481,28701,94971,50000,91687,0
250404,22894,5999,53293,23060,34449,88409,82449,50000,155155,0
953286,160609,8961,12166,983,39961,1815,233967,50000,932494,98998
2245269,313300,10498,16413,5145,112296,67811,223872,50000,1982484,407245
1573483,176050,29100,82640,19630,3271,109554,185562,50000,1456553,249465
1972320,474646,6740,47365,10598,112472,82708,197716,50000,1481694,257008
965460,235227,39206,112722,19880,194001,76676,162036,50000,554871,23474
592786,76786,42316,43957,8427,128238,51419,246886,50000,574579,27415
1060006,317115,34741,36571,37723,77444,146257,290180,50000,866073,85714
2108532,646307,10445,30498,35091,42499,171086,130161,50000,1444742,245922
2095924,120186,46609,18436,22396,183297,94141,263185,50000,2011402,415920
1303385,245707,25612,148726,33382,51997,126242,288070,50000,1087254,138676
413273,149418,38157,83036,32208,156806,148600,27643,50000,7604,0
1443104,334961,32296,34582,3313,128663,8310,274494,50000,1198374,172012
1748189,300111,38951,22508,16273,191605,60318,294754,50000,1501396,262919
1337341,185605,18936,125362,31972,29446,62887,110354,50000,1044245,125773
2250896,304262,9946,106340,4677,191587,129195,243581,50000,1847556,366766
1614652,137114,27862,39680,32162,107776,92749,33282,50000,1309063,205219
1093523,367455,44998,48353,21735,5917,19972,73295,50000,718355,56171
796237,63961,21807,36260,36321,199231,25189,57672,50000,489942,11997
1499728,228413,4617,97426,3511,67041,21456,149863,50000,1207816,174845
950903,62746,28376,30710,14948,97596,1712,157655,50000,880933,88686
342193,110694,1698,70763,49417,63557,41308,27118,50000,26577,0
755950,48191,13975,142866,32069,168384,57263,256846,50000,585260,29552
1436887,226892,2352,26894,5091,31718,99220,136893,50000,1235536,183161
758153,190034,15785,62359,41857,19133,139694,153820,50000,564374,25374
1610642,311411,14537,83816,17231,157863,8181,154073,50000,1158930,160179
937409,139481,6705,31431,24359,146023,148332,194868,50000,747687,62037
890053,130229,22939,48639,46931,164417,176513,27994,50000,500769,12653
1110395,365571,8411,15474,41690,165770,48445,60257,50000,540557,20611
1929748,754323,16310,142683,39725,620,82958,190375,50000,1149081,157224
2473069,424908,48282,66635,910,13160,106197,82372,50000,2048109,426932
948168,60399,39235,127833,46055,56101,87499,153150,50000,800164,72532
731680,45948,8802,61026,38729,32605,109380,248259,50000,760432,64586
1221375,385618,14675,25306,44517,21116,192220,215438,50000,924930,97486
2235838,544045,40325,27074,40446,130902,38111,202223,50000,1685918,318275
1342814,435417,31929,71819,27866,114740,134362,239813,50000,914713,95442
2348404,690721,20613,70098,37008,28879,174271,124637,50000,1616947,297584
1076196,395638,45883,148688,24149,21560,30138,44581,50000,526624,17824
1784026,642318,45202,114769,42982,75222,118653,30092,50000,934028,99305
565826,184410,35952,53343,18445,11127,120782,110844,50000,395296,7264
577359,124892,38844,97944,8816,54197,85964,294191,50000,574544,27408
256949,40557,48656,128085,6890,186965,89769,144510,50000,37617,0
567537,129091,25008,10610,4507,163622,148597,48133,50000,282847,1642
800222,180630,6530,16242,5880,87503,134506,79825,50000,546321,21764
1030722,271694,36205,86479,29685,68611,147243,203544,50000,764001,65300
1614133,185841,41021,109663,14407,101037,123360,6065,50000,1200270,172581
2182247,609865,31163,70916,28551,96877,67876,138991,50000,1496191,261357
1603038,336333,30915,107322,22300,109562,56373,247640,50000,1256075,189322
500875,133769,20566,18200,48424,158096,108188,117571,50000,230522,0
713389,95495,890,12623,23744,188702,174161,64666,50000,408380,7919
320390,64731,28282,100365,8044,13606,99379,259877,50000,371802,6090
957689,118342,46333,95702,39989,50654,62137,160032,50000,809366,74373
503490,179422,38014,66099,7368,90453,42313,45178,50000,193339,0
1865952,411976,3921,100632,26375,60479,26079,107892,50000,1328302,210990
1546516,199103,27548,15578,41347,79426,33424,52711,50000,1241320,184896
1806617,116387,42299,126023,5844,56209,62336,249868,50000,1744320,335796
1515040,434071,30891,125945,29560,145588,67908,121565,50000,882331,88966
1809312,226391,12686,50468,32616,188347,82140,29924,50000,1304099,203729
2104971,834313,35146,133829,10943,157657,193402,69382,50000,1022756,119327
900199,213162,29434,14725,28912,163554,120421,290998,50000,750277,62555
2099396,317306,5358,50579,44601,196567,198813,177173,50000,1622873,299361
878861,246245,34850,22072,18472,133923,10823,20279,50000,463277,10663
911614,133393,25353,75893,37369,137044,40290,218215,50000,721482,56796
929574,313355,15004,18768,11816,151415,98434,197354,50000,596577,31815
748870,118233,11949,79123,20694,199280,53064,119119,50000,412607,8130
916997,363026,42706,78082,26227,141894,186976,199844,50000,500317,12563
1976351,517410,31449,8000,42966,16324,146179,277674,50000,1650773,307732
1322647,457032,40136,292,31930,86908,72285,286901,50000,1023521,119556
